Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"cUiLJxadmrDDMZRcmRZyurdQXcWjSjYwkYZkXFS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6103","dhQqQZVUSLEzjSWXHBfnZOQQcCVYQFXTvwHg/UV","iQiieVsSyiEymxiKWkTQV/KoMH+bFVUWBq/pQXT"
"uYRHlqGdYmKDyyd/YrgbXmcGBQVDOVVGznKxX/v","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5084","EohTSlyPxuGGyDgeXcmAnyMwnWvMwWtXWUpIlPg","SJrRkDFmXlAUilPMhTiTBG/RmCpdTGxWmE/vfxU"
"NhlRHloqaXFmWqUUfMVuKD+ZwwtLNTwLMgziWIA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6103","qUTSymCzMqNVQLHUZudGX+lwOsZETrXtIt/ydTk","YbIRrYEfWlSWHmURYkmYtxXSdLMlVstqmxZ+nto"
"CYfDEiMVpXRTNXkRGScVhSWcYLjFtut+tnWDYXb","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","jjJ+KjYHYWZlHcQVW/VX+BqENbZJQCMhhSBcDaJ","KZviVWbNsmwVePuQUlaxUaTSIhCZYxZQlxYpaob"
"SnxseV/TPuWVifgvKSR/aSEcPAkI+PqIz+fRdKD","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","BNRatjUkQTzFTrSGhVhvQpHTbSstgOPGARrZqdX","htYBRgBSWWSkdqLFXWaUURbqOUCe/JfQQsbXTOv"
"Zrj+nuzhboVkYQlMyvHeSmbWlgOoEVkmmiEZKMV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","AoxFvPuDgQQQoZddIifZ+WRwhkfsapThTIwFoSd","XEqXYmMlWiRYKSlMtuxXTVabYkEYQOjjG/HoGRq"
"dVHNJqwgSjUACtDUFQRGDQTCnTKOcRYTSHAyrbM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","pTuxUekqLQBdSPpLdFRztXFoZOeZnQQPeWWxdKr","RVvPWnZQSZQKNSfWcEEDtlozRDFRrGgFHkjSzxW"
"FVyUzqxyrkTHWUTayBYRgnbAUQYYkf+dJDRzatK","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","OOA 926","Sport","J09C3401","etUJwGyHsTXYgSZuaPwFTvDzFYFAPCgmPnXXNdV","cTmkfSVbYRORpDTZRYgkhhpMrMZeQSdIINliWov"
"nYXEkFUHOxUpV/MrqmV/YJDRnLepwFlF/emS/gP","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","ENDsIELXJRWGvrN+SAMFUiopQ/UVZW/YSQgxVET","SnagWr+UTAqqSLZUfYTDYFjEe+cpY+SZHRExHRi"
"jVuThjnRcziRsThbCyKRWOStcBWFW+uDHaRIyXA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","QmdQkSfCCYfIHuSEYBHmp/XclXEcdfUFU/zHaDG","rnBPiaYXWVZglkgctRcpENM/wevdUStQGWcvZRy"
"hVwVxaf/EjapjYYEMOo+BWWVSDmXQzVLxuSTOTW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","xFxfpePLAZVFToVirzQgPIKauXCWmfgXVcIZbVw","WWluTMETpzMpEhJkWLFXpSEHrky+IdcjUqrbVUW"
"pvvCscteOtvLwWyvZLpzuQYgjEoxxSYuDtkMBSY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C3401","cjvQjDnpHTfCDVWmXFZzEliFQkUtkQmFErLSnrS","ltSHvlBPnlaP/oRROJAQfgGhVV+xaFbF/zjIKVT"
"nSsbIffpZaUrhYBmSdJOsJXETmAfDqSegcoIjnC","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","PXAMesUqWkVZnWcTIhCrjPDiiVYmLmTVOBQwBZD","ZXTZZJqsZqsgZkSwJKWKXqJvxmUBJvgEsErZEdi"
"zvbDYhXLw/ChjUUStDiJGoZkUBzIlYqmhCnZZJY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5481","BQzlDdjzRrSvoRSSNSXYKaLsmPnJUcZRpxRYest","tLhXNBX/aUw+XxYZPTRcUjouBEYPXaHiXoqV+JK"
"WmXijItXRDiwxFdGWqdmSyLFAZcjMSPtXfVTBKp","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","HODUUnaCnOnUNuaxFqsuQ+xkz/FWTlvoUXblUuU","htYBRgBSWWSkdqLFXWaUURbqOUCe/JfQQsbXTOv"
"AUyMfnVkwwJAljAoQuQVqQWGQerZvzy+tXviuPn",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","QVmvbfHlqRnPjZKuw+LUDXraXSNebbyKVaoDypX","JgWldveayEaYsIluCaqZ+DTwWWSdpmWLAdBTOHt"
"SoORWIUxkuetLSVpwoYuTGxaQoJRDwRTYyUieM+","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","FKXfPNJAUTpzqiSyLZPCMNSWVWGo+XTRlSQsthV","RVvPWnZQSZQKNSfWcEEDtlozRDFRrGgFHkjSzxW"
"OqHdUVIVmmCt/ledkfDeUtFvuIKRQmJLgWSdMmv","HAUS",2020-01-24T00:00:00,2025-11-21T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","cXdt/UISSLoXgJpUQngFTHKP/SbQHiVeJ+cXnIY","RVvPWnZQSZQKNSfWcEEDtlozRDFRrGgFHkjSzxW"
"RSmY/BWEHRFapUQE/EIwDVfMskVnFXWCRUSpGpT","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","/xVXUBPjXUdKQujYGZhhXFT/kVXCGZJVUVXQqAO","ctevSZSuqZwiffONOEZxRzIh/jhZVbQC+wkoYfJ"
"qeWRmDRwWAWVZX/Taci+MsqZeWNkfSPbkSxXPVv","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","uYCVYUGzZjcyZRrWIOUpVfhFwy+cVcQqCRNZMZT","HgRCSKOhsRLRkMMIQEFReptTZcJq//fmnrnkOTA"
"b/bPhJNSUdQmobcbGWBj+gMRApkelJZhnYdXeSz","1030",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5481","qJLtYbQOFWR++Q+VQVUCzdBHPIkYSJdZ+wujbnT","Zbb/AaRqHWAvRfHqSzYirHsKLZdfEVWQXXQBOmo"
"X+dBWbhYZVCVTRkxWSPsxrtj/suipRgvpWO/ZNE","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09C5481","FbNyYwTRjAhHwPvZZgwxVljNWAgWHEXcYXMwUL/","maIVVunRznxNFhLNXTvToJSnGawduhSQBVkMb/U"
"UAgtQPnZQcUWoQKGZUgbhzeTRPDYWpSew+UsjbR","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09C5481","XZWuXSYNcLgwzKwpURMNELRXxYLsU/nQTSAraAU","tSQkugXVsNPjJQflZeWjjBV+soaRTjUVHRGaenJ"
"FtPuVzHdFKITdtyRVurSZhxczrXLHkMrYceWVeS",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","cOFe/VDnRYD/RBLMqphYnnOZ+ZfwoUiYyrRAqSR","dEWuVFzkdwAFlbmztCCG/YnCjJiLoiVUQMgLTSd"
"NnyERfxINLSZiVXeXTFVWKyGiPFZIWcTDAyjUra","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5482","V/SkqbHwdWZZFTiRqDSxpHfTZbBhBzIYkvROcRm","dPDpVUXYKisTqugQFZQtXreWSqUPTYELYsKRpau"
"lBt/VCTYRvZZPWuLaxPkWsQMQvCfViDfOfUtNuD","1000",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","ZrrKjoKsnTA+CdxVxYjUDFm+xMfFfLZcqVdeagG","ZnzghVdptMZjeRzzBPfYARznCYDqzGUNSiAgIkQ"
"qX/NsMINtkusVUKDVkzUeEHKjljVUREXVoUWmKj","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5482","JoIksotgFNKscWZWJWYehv/zTKLueTYyBSTsuJk","oilEUXYsQWoRNiZMaYYRmIXTTa/nw/MZozSrNsu"
"QmkxCwhVXXOoFuSPOTIZvrR+tmcwSZoHMEmzFYu","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","QXLoenpjhxdwlfrKZgUZrIlEWtGQGSRrzWizVYY","hwOwcWJY+YPVLSAwGLECmRHXQIsWBtcRTVhMOtI"
"ebQWcVAQks+jUhcLBXlXsBlsRTeCWwQfRzjpfSZ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5483","VqaYnVRCYHjVELtHLr/WIOShcmSSQZWYHPIfNbi","pGhk/pZurZRagegRqbWgmZoYyhybkjqDioIUSeI"
"zhYWhRVTQvZdS+XoY+RoVVnx+hsBAzaGEqmtzqc",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","hxIMYflxGgqlDHLZTtWOxVP/lV+rjQdrSZSUIRF","e/MkMIc/RWXWSaaEjIahOtFKVQGXKKRpsjEXBRT"
"YQpTfhDHYzOZUZZjlgBmSARcRURsUXKlpjek/XG","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6501","ZDy/fajXotrSEOyiEWgjKHNXxW+dFKAPwQYWyTR","XePdyKkXSSRVdINZkgSWXvxmid+E+MSjcamBjlF"
"GXYMKdIHSSklSIZvsUzFViXrQuicsZTFnfBGeWe","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6501","duCGdiYIHWX/TZMdXZBGlJYkzENPIRoIx+tfWWW","QzbSYQIogZSRAltUJWXNmVyviaIUqsVgWkKbCZL"
"fslXaGVZfNfHaQpXdgTWpRYBtokWcRAgvdBjuqu","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5482","TjXxVPRGCgSCvQWbvFaqaZhZCfVUy/XJoyE+XND","yMbYXqnSXQwAJXbZdSFkzcVSRaPQXGXyPkQiUBz"
"QZZRGZINUjTuQKNRJAylzimDacpeqmXbJVYRnrs",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","UyrSQzCZHBSNTMgaV/QSsVSfXJYMZPJ+WoUAUVp","OIHPKhqXuDGERlgARKyARxqXbhCZCEXdHYTuwSG"
"WWQsZPWzsVEEIWOnwBpRTQLnTTXMsIbVnAfmyvK",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","mHPcDwZdAtWqEJNfV/hMrKtrQsigqAODp/bBTKW","TROQQlqLHxOcRUyAyzXQWJZJCySvMSyk/YJhXWU"
"QWeFouH/nGoOqLYhHTslNTXA+UTX/LcbQrjAQxT","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5082","yHMUJSJYUUV/mluLhBCJfMIstqPwNAGCSMDEsN/","fDeWUPuYTRHHOjIXjYTkNIEQxZvUxiSlVgZwvsV"
"eOajUWzrw+QZdWNZTVbTbTSbdCzxdeAUYt/dZQG","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","XbouqZuvCQLjmiRmmOrejpIkYQNkVUzakhIOQxX","KhcDRIQxXWCiouRVUjCBFzcVzZw/pklaljrGmAS"
"VkCqmwVfwTxWgGTQQQTZXuPFtgUtnwQTHVtRkyR","1111",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5083","Tqi/iZIjOTbkCgutdWLVrwyQKBEBMTDlinoamYV","gVOECKoWMNCYSabvPZOSIeFPauQAHNaiYWvkqyy"
"FniEyRHYPYcX+yVNLWsvYOzDPoSqYYdZAZcsVaT","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5084","LVHv/sAUqRXHwnXQLCQsPGSnkYXpRmUOUIfIeYe","psezwKDz/Vo+MNVtzfNmogI/kyRaZeKuWQvYhxP"
"ZrUfyNIRGHlDVWXYwmkZFHhaJoASaybxJRXQlUc","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5084","/EVUyLcUPabjDlaBFTYrPgSMRijeOizkmYoNEnf","'+mDNaAsHXnYhSweDuLBZuMCWqZYwPVNcQTKSysE"
"auMuQUZaYQk+ZLMNpQKRLeSSVcGy/YHgqidhuWR",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","'+CQKkRYUmUbR/QhWPbYWPEIwRgxTGmkuIIhlNvu","NJYcBNXgDVJqTWSbmWgpsTKrTUnINzV/vfFXXXU"
"TgL/PXZvSSQgfJN+gzT/lRdqtZIhO/fbaogUUpK","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","XsMhETpYGWrVRH+mWTuPyiMLSaYkYsRPYmmtXZc","VQiINgPXoRqS/OsutKiYhHSnGm+sawjPKWtrg+m"
"ibjjRWvuYkJa+UjmyeteEZzzgSgFwUuUfK+VFzQ","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","QlQEbkWUlcvVttfndAyIPpqVGVhscFkTHyASHUQ","RsRlbfqjcKoPHZOBXnzgGT/hUMesUUlZWHIhLdL"
"mUERmrHAIZrBCVtw+Y/QCItlXAEyTmdHKcCpXCF","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","hdtnhHRZWVMBgXtrQjJMMpzaYiRYVhIqXmfVoUr","dzFvhYCLLLzeIyveVYcVwTFUfROrcNmYpwSCxBE"
"HpQhiTuUQMdamLbdqPoYySoYWcZRVtWhdkYZRqC","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","ySwfBSdazNUpJmaAbLjl/SDAKxeGFSANuvtyrwU","qaMGMpKVCyCNTJlnVXxS/hQWUOBd/KxxDQZnRvn"
"iZnNWJBVitJJlKQKseavGWPSfKzjFfVgMEOLGcK","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","RyGjGA+mRFEQRiwRLtRSRCcxFUqaIYunDjnHxZi","EeMvcUEhlFbdySxNBQqaSamItlTVUMbSUBtOXQc"
"SzYlaVtBnOWhmtWioVzWZqLneXcpGTDHsGlqfxI","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","lJBYqhQUjbcdJAJTN+EQhoFFZFbSWAwRJnnMqLV","K/PNnvYkwgrLPUEylgoAuO/iAauEehOpZkoRrYB"
"A/FjVYPJdZSIYwML/HWBR/SxQEMQ+SsoYSwdJHj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","u/iXDuZQdMvjNhltxFbBHSSeYTQjGCTnWtmTXph","SaSRoithoWHSvWJSj/+zyu/WkfHRhQSMGtynYYL"
"QLKdnPXNkZfWhx/XZS+rymETlcnQRPtT/ZAqvvl","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6101","bCYxEiqSWQVKEaTTEpxSgUEwXjGPCqiCeMyxikQ","bkfGIWRCZGhlrepUSOesRjYnaTLGeqKpiBzYyXL"
"WYiUTyXQUjdKARZXVTuPVDTodFRyqpw/q+XdrqZ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","yQhZQpS+kTKdWwhPhxBCwutItZtZjoNjUcTd//E","ZXKgCTCobewxHFjRBu+SgOoaLzsCdDueoVVMQzR"
"CSdTHrfFjenWhzlcmRqXJfWRAETwmYysKYxtLQn",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","MY+pdQODVSiRUEhRigtXQbXTyUTSlcU/LBT/hqp","jfKZYUZbgXpWtYFVTlLORPMBIZsQRSYHXVYkVyL"
"XybDGRdGnCfQSjFSSklfusixRbDhAJSJUEaaxSV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6501","DJtSTuQHUtmDsE/MNBaERoBywqphaBCCGUOHHZx","OSnYQFTYRWGXqycaUKkFMhFeGlHbDIBPUTRLYOV"
"XxIRquuwjQasW+T+nJnYelIXvChINLrtUXEHxUX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6503","YYqbZOwWNcdRHCPclsicQOxpUoTiDy/ZEQZxSNR","RTrVEZsZuxvYnRZzZTUYnGZaSsSMGcZvXrcWqlY"
"YShrTdQqpXQkjDZtJZhHnMdQyWCWfRSWVcTXZwx","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6103","EaPqhCWDecE/MTKwSoUfrrWxrJCZXLZIlTLUUGT","oPBZMvXTWcYSyZYNjg/rK+vIiaeSuwTHYx+gTSR"
"RgrBReWJgVvDfAhHCGpKDVvV+RxEvSAxjMY+gWR","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","WXDAqcE/cRysodVvmYiHRFECi/SsMl+X/UNcpPR","SUAzALsevPEAjcjPuJvtyGTQBWahJXPlLfoaUcI"
"QKgQAXv//xsvGCFrmuZZUGUjzwShNYRX/lkVQbW","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09C1621","ThcwlURykutXgzXAQSwOVnYtRJDSzpYQwQjNVEZ","FFpXUfOb+vi/IajGdmtzokYrAZVFCrKxTvBsaQr"
"vYI+IBzRrsVWHewDVYVkucLRsRUJUTIXzUzuXYU",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","aXnTrfwQUsSYuEDIWygYVdZBeDSsrGMDWqIIStc","YVBYwYdry+VaDUTPD+zdZZAVdesLYkOFUKXRakm"
"UgMFGHjwCMteyzaecnKfWlRGSaNtQfaBSSWEVuq","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","'+RLhiWQeftJU+mNvMclJfnMMZdaIhVXOziiYBPZ","xylY/ZX+pVXMIWIWewDKiyRuXQUrbMnjl+AnStd"
"aLLjQMqVhIHKWKTXZTjU/XchEJTVcLXlTbMoAO/","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","cSOPT+FhYqBSoyZtwARJWvfjbHgRYpUVQtbX+gq","dXH/tpQGbS/AmmUQdRSLpXLBMRp+VEmSQrRTMLz"
"dSAtuUiTYTfU+EzYUQWHBEmnSIdSaLypTnRiTYV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","noO/eRwOkUYlQBFYRycWq/pjWRTXXVMLJ++DnVy","WgxFAKStSzVlpkDcozgseMLrpmvlgpkCWzYgRdN"
"eDvw+UoXm+VuiLMZOHsjZNVpbtyhRBVW+GYn+oj","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","shXMqGjkPpkRSqldLkBYZdhMonFfWTLcZWPvJkp","kzYOCgRIWyyxATUMUEFVsAlBMivTVFPBrqUQetz"
"V+IQGjZwcsRSVJRhwzeYGXWUVSlibhNrGEljmfB",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","xatKhWupXNYxGCYfjXXXcWTKiEXgMZXUWbqXMgs","/f+lWbePVYjpGJqePWUyvd/IpQe+sswmTlVTC/W"
